"startTime";"endTime";"Aurinkovoiman tuotantoennuste - päivitys kerran vuorokaudessa"
"2024-06-22T00:45:00.000Z";"2024-06-22T01:00:00.000Z";1.2
"2024-06-22T01:00:00.000Z";"2024-06-22T01:15:00.000Z";3.3
"2024-06-22T01:15:00.000Z";"2024-06-22T01:30:00.000Z";7.1
"2024-06-22T01:30:00.000Z";"2024-06-22T01:45:00.000Z";11.8
"2024-06-22T01:45:00.000Z";"2024-06-22T02:00:00.000Z";18.3
"2024-06-22T02:00:00.000Z";"2024-06-22T02:15:00.000Z";34.4
"2024-06-22T02:15:00.000Z";"2024-06-22T02:30:00.000Z";57.6
"2024-06-22T02:30:00.000Z";"2024-06-22T02:45:00.000Z";78.9
"2024-06-22T02:45:00.000Z";"2024-06-22T03:00:00.000Z";100
"2024-06-22T03:00:00.000Z";"2024-06-22T03:15:00.000Z";123.4
"2024-06-22T03:15:00.000Z";"2024-06-22T03:30:00.000Z";148.9
"2024-06-22T03:30:00.000Z";"2024-06-22T03:45:00.000Z";175
"2024-06-22T03:45:00.000Z";"2024-06-22T04:00:00.000Z";201.7
"2024-06-22T04:00:00.000Z";"2024-06-22T04:15:00.000Z";230.6
"2024-06-22T04:15:00.000Z";"2024-06-22T04:30:00.000Z";262.3
"2024-06-22T04:30:00.000Z";"2024-06-22T04:45:00.000Z";292.4
"2024-06-22T04:45:00.000Z";"2024-06-22T05:00:00.000Z";321.6
"2024-06-22T05:00:00.000Z";"2024-06-22T05:15:00.000Z";351.4
"2024-06-22T05:15:00.000Z";"2024-06-22T05:30:00.000Z";381.6
"2024-06-22T05:30:00.000Z";"2024-06-22T05:45:00.000Z";411.2
"2024-06-22T05:45:00.000Z";"2024-06-22T06:00:00.000Z";440.1
"2024-06-22T06:00:00.000Z";"2024-06-22T06:15:00.000Z";469.7
"2024-06-22T06:15:00.000Z";"2024-06-22T06:30:00.000Z";500.8
"2024-06-22T06:30:00.000Z";"2024-06-22T06:45:00.000Z";528.8
"2024-06-22T06:45:00.000Z";"2024-06-22T07:00:00.000Z";554.5
"2024-06-22T07:00:00.000Z";"2024-06-22T07:15:00.000Z";579.3
"2024-06-22T07:15:00.000Z";"2024-06-22T07:30:00.000Z";603
"2024-06-22T07:30:00.000Z";"2024-06-22T07:45:00.000Z";624.9
"2024-06-22T07:45:00.000Z";"2024-06-22T08:00:00.000Z";644.9
"2024-06-22T08:00:00.000Z";"2024-06-22T08:15:00.000Z";664.4
"2024-06-22T08:15:00.000Z";"2024-06-22T08:30:00.000Z";684.1
"2024-06-22T08:30:00.000Z";"2024-06-22T08:45:00.000Z";699.3
"2024-06-22T08:45:00.000Z";"2024-06-22T09:00:00.000Z";711.3
"2024-06-22T09:00:00.000Z";"2024-06-22T09:15:00.000Z";720.2
"2024-06-22T09:15:00.000Z";"2024-06-22T09:30:00.000Z";724.8
"2024-06-22T09:30:00.000Z";"2024-06-22T09:45:00.000Z";729.3
"2024-06-22T09:45:00.000Z";"2024-06-22T10:00:00.000Z";732.9
"2024-06-22T10:00:00.000Z";"2024-06-22T10:15:00.000Z";734.6
"2024-06-22T10:15:00.000Z";"2024-06-22T10:30:00.000Z";734.7
"2024-06-22T10:30:00.000Z";"2024-06-22T10:45:00.000Z";733
"2024-06-22T10:45:00.000Z";"2024-06-22T11:00:00.000Z";729.7
"2024-06-22T11:00:00.000Z";"2024-06-22T11:15:00.000Z";724.7
"2024-06-22T11:15:00.000Z";"2024-06-22T11:30:00.000Z";718.3
"2024-06-22T11:30:00.000Z";"2024-06-22T11:45:00.000Z";709.9
"2024-06-22T11:45:00.000Z";"2024-06-22T12:00:00.000Z";699.6
"2024-06-22T12:00:00.000Z";"2024-06-22T12:15:00.000Z";687.7
"2024-06-22T12:15:00.000Z";"2024-06-22T12:30:00.000Z";674.3
"2024-06-22T12:30:00.000Z";"2024-06-22T12:45:00.000Z";658.7
"2024-06-22T12:45:00.000Z";"2024-06-22T13:00:00.000Z";641.5
"2024-06-22T13:00:00.000Z";"2024-06-22T13:15:00.000Z";621
"2024-06-22T13:15:00.000Z";"2024-06-22T13:30:00.000Z";595.9
"2024-06-22T13:30:00.000Z";"2024-06-22T13:45:00.000Z";573.4
"2024-06-22T13:45:00.000Z";"2024-06-22T14:00:00.000Z";551.6
"2024-06-22T14:00:00.000Z";"2024-06-22T14:15:00.000Z";530.4
"2024-06-22T14:15:00.000Z";"2024-06-22T14:30:00.000Z";511
"2024-06-22T14:30:00.000Z";"2024-06-22T14:45:00.000Z";488
"2024-06-22T14:45:00.000Z";"2024-06-22T15:00:00.000Z";463
"2024-06-22T15:00:00.000Z";"2024-06-22T15:15:00.000Z";435.4
"2024-06-22T15:15:00.000Z";"2024-06-22T15:30:00.000Z";403.4
"2024-06-22T15:30:00.000Z";"2024-06-22T15:45:00.000Z";374.6
"2024-06-22T15:45:00.000Z";"2024-06-22T16:00:00.000Z";347.5
"2024-06-22T16:00:00.000Z";"2024-06-22T16:15:00.000Z";320.3
"2024-06-22T16:15:00.000Z";"2024-06-22T16:30:00.000Z";293.5
"2024-06-22T16:30:00.000Z";"2024-06-22T16:45:00.000Z";267
"2024-06-22T16:45:00.000Z";"2024-06-22T17:00:00.000Z";241
"2024-06-22T17:00:00.000Z";"2024-06-22T17:15:00.000Z";214.5
"2024-06-22T17:15:00.000Z";"2024-06-22T17:30:00.000Z";186.9
"2024-06-22T17:30:00.000Z";"2024-06-22T17:45:00.000Z";162
"2024-06-22T17:45:00.000Z";"2024-06-22T18:00:00.000Z";139.1
"2024-06-22T18:00:00.000Z";"2024-06-22T18:15:00.000Z";117.2
"2024-06-22T18:15:00.000Z";"2024-06-22T18:30:00.000Z";96.5
"2024-06-22T18:30:00.000Z";"2024-06-22T18:45:00.000Z";77.2
"2024-06-22T18:45:00.000Z";"2024-06-22T19:00:00.000Z";59.7
"2024-06-22T19:00:00.000Z";"2024-06-22T19:15:00.000Z";41.9
"2024-06-22T19:15:00.000Z";"2024-06-22T19:30:00.000Z";22.1
"2024-06-22T19:30:00.000Z";"2024-06-22T19:45:00.000Z";9
"2024-06-22T19:45:00.000Z";"2024-06-22T20:00:00.000Z";5.7
"2024-06-22T20:00:00.000Z";"2024-06-22T20:15:00.000Z";3.5
"2024-06-22T20:15:00.000Z";"2024-06-22T20:30:00.000Z";1.6
"2024-06-22T20:30:00.000Z";"2024-06-22T20:45:00.000Z";1
"2024-06-22T20:45:00.000Z";"2024-06-22T21:00:00.000Z";0
"2024-06-22T21:00:00.000Z";"2024-06-22T21:15:00.000Z";0
"2024-06-22T21:15:00.000Z";"2024-06-22T21:30:00.000Z";0
"2024-06-22T21:30:00.000Z";"2024-06-22T21:45:00.000Z";0
"2024-06-22T21:45:00.000Z";"2024-06-22T22:00:00.000Z";0
"2024-06-22T22:00:00.000Z";"2024-06-22T22:15:00.000Z";0
"2024-06-22T22:15:00.000Z";"2024-06-22T22:30:00.000Z";0
"2024-06-22T22:30:00.000Z";"2024-06-22T22:45:00.000Z";0
"2024-06-22T22:45:00.000Z";"2024-06-22T23:00:00.000Z";0
"2024-06-22T23:00:00.000Z";"2024-06-22T23:15:00.000Z";0
"2024-06-22T23:15:00.000Z";"2024-06-22T23:30:00.000Z";0
"2024-06-22T23:30:00.000Z";"2024-06-22T23:45:00.000Z";0
"2024-06-22T23:45:00.000Z";"2024-06-23T00:00:00.000Z";0.2
"2024-06-23T00:00:00.000Z";"2024-06-23T00:15:00.000Z";0.1
"2024-06-23T00:15:00.000Z";"2024-06-23T00:30:00.000Z";0.3
"2024-06-23T00:30:00.000Z";"2024-06-23T00:45:00.000Z";0.4
"2024-06-23T00:45:00.000Z";"2024-06-23T01:00:00.000Z";1.7
"2024-06-23T01:00:00.000Z";"2024-06-23T01:15:00.000Z";4
"2024-06-23T01:15:00.000Z";"2024-06-23T01:30:00.000Z";7.8
"2024-06-23T01:30:00.000Z";"2024-06-23T01:45:00.000Z";12.6
"2024-06-23T01:45:00.000Z";"2024-06-23T02:00:00.000Z";19.1
"2024-06-23T02:00:00.000Z";"2024-06-23T02:15:00.000Z";34.4
"2024-06-23T02:15:00.000Z";"2024-06-23T02:30:00.000Z";56.4
"2024-06-23T02:30:00.000Z";"2024-06-23T02:45:00.000Z";76.4
"2024-06-23T02:45:00.000Z";"2024-06-23T03:00:00.000Z";96.2
"2024-06-23T03:00:00.000Z";"2024-06-23T03:15:00.000Z";117.9
"2024-06-23T03:15:00.000Z";"2024-06-23T03:30:00.000Z";140.8
"2024-06-23T03:30:00.000Z";"2024-06-23T03:45:00.000Z";165.1
"2024-06-23T03:45:00.000Z";"2024-06-23T04:00:00.000Z";190.5
"2024-06-23T04:00:00.000Z";"2024-06-23T04:15:00.000Z";218.1
"2024-06-23T04:15:00.000Z";"2024-06-23T04:30:00.000Z";248.7
"2024-06-23T04:30:00.000Z";"2024-06-23T04:45:00.000Z";278
"2024-06-23T04:45:00.000Z";"2024-06-23T05:00:00.000Z";306.6
"2024-06-23T05:00:00.000Z";"2024-06-23T05:15:00.000Z";336.2
"2024-06-23T05:15:00.000Z";"2024-06-23T05:30:00.000Z";367
"2024-06-23T05:30:00.000Z";"2024-06-23T05:45:00.000Z";396.6
"2024-06-23T05:45:00.000Z";"2024-06-23T06:00:00.000Z";425.2
"2024-06-23T06:00:00.000Z";"2024-06-23T06:15:00.000Z";454.6
"2024-06-23T06:15:00.000Z";"2024-06-23T06:30:00.000Z";485.5
"2024-06-23T06:30:00.000Z";"2024-06-23T06:45:00.000Z";513.1
"2024-06-23T06:45:00.000Z";"2024-06-23T07:00:00.000Z";538
"2024-06-23T07:00:00.000Z";"2024-06-23T07:15:00.000Z";562.7
"2024-06-23T07:15:00.000Z";"2024-06-23T07:30:00.000Z";588.3
"2024-06-23T07:30:00.000Z";"2024-06-23T07:45:00.000Z";608.6
"2024-06-23T07:45:00.000Z";"2024-06-23T08:00:00.000Z";625.2
"2024-06-23T08:00:00.000Z";"2024-06-23T08:15:00.000Z";638.2
"2024-06-23T08:15:00.000Z";"2024-06-23T08:30:00.000Z";646.3
"2024-06-23T08:30:00.000Z";"2024-06-23T08:45:00.000Z";654.7
"2024-06-23T08:45:00.000Z";"2024-06-23T09:00:00.000Z";662.5
"2024-06-23T09:00:00.000Z";"2024-06-23T09:15:00.000Z";668.4
"2024-06-23T09:15:00.000Z";"2024-06-23T09:30:00.000Z";672.9
"2024-06-23T09:30:00.000Z";"2024-06-23T09:45:00.000Z";675.4
"2024-06-23T09:45:00.000Z";"2024-06-23T10:00:00.000Z";675.8
"2024-06-23T10:00:00.000Z";"2024-06-23T10:15:00.000Z";675.3
"2024-06-23T10:15:00.000Z";"2024-06-23T10:30:00.000Z";674.7
"2024-06-23T10:30:00.000Z";"2024-06-23T10:45:00.000Z";669.5
"2024-06-23T10:45:00.000Z";"2024-06-23T11:00:00.000Z";661.1
"2024-06-23T11:00:00.000Z";"2024-06-23T11:15:00.000Z";648.5
"2024-06-23T11:15:00.000Z";"2024-06-23T11:30:00.000Z";630.1
"2024-06-23T11:30:00.000Z";"2024-06-23T11:45:00.000Z";613.7
"2024-06-23T11:45:00.000Z";"2024-06-23T12:00:00.000Z";598.1
"2024-06-23T12:00:00.000Z";"2024-06-23T12:15:00.000Z";580
"2024-06-23T12:15:00.000Z";"2024-06-23T12:30:00.000Z";558.9
"2024-06-23T12:30:00.000Z";"2024-06-23T12:45:00.000Z";540.2
"2024-06-23T12:45:00.000Z";"2024-06-23T13:00:00.000Z";522.6
"2024-06-23T13:00:00.000Z";"2024-06-23T13:15:00.000Z";506.4
"2024-06-23T13:15:00.000Z";"2024-06-23T13:30:00.000Z";493.5
"2024-06-23T13:30:00.000Z";"2024-06-23T13:45:00.000Z";476.2
"2024-06-23T13:45:00.000Z";"2024-06-23T14:00:00.000Z";456.4
"2024-06-23T14:00:00.000Z";"2024-06-23T14:15:00.000Z";434.7
"2024-06-23T14:15:00.000Z";"2024-06-23T14:30:00.000Z";409.7
"2024-06-23T14:30:00.000Z";"2024-06-23T14:45:00.000Z";386.2
"2024-06-23T14:45:00.000Z";"2024-06-23T15:00:00.000Z";363.3
"2024-06-23T15:00:00.000Z";"2024-06-23T15:15:00.000Z";339.6
"2024-06-23T15:15:00.000Z";"2024-06-23T15:30:00.000Z";315.4
"2024-06-23T15:30:00.000Z";"2024-06-23T15:45:00.000Z";291.3
"2024-06-23T15:45:00.000Z";"2024-06-23T16:00:00.000Z";267.5
"2024-06-23T16:00:00.000Z";"2024-06-23T16:15:00.000Z";242.6
"2024-06-23T16:15:00.000Z";"2024-06-23T16:30:00.000Z";215.5
"2024-06-23T16:30:00.000Z";"2024-06-23T16:45:00.000Z";191.7
"2024-06-23T16:45:00.000Z";"2024-06-23T17:00:00.000Z";170
"2024-06-23T17:00:00.000Z";"2024-06-23T17:15:00.000Z";149.3
"2024-06-23T17:15:00.000Z";"2024-06-23T17:30:00.000Z";129.9
"2024-06-23T17:30:00.000Z";"2024-06-23T17:45:00.000Z";111.5
"2024-06-23T17:45:00.000Z";"2024-06-23T18:00:00.000Z";94.2
"2024-06-23T18:00:00.000Z";"2024-06-23T18:15:00.000Z";77.9
"2024-06-23T18:15:00.000Z";"2024-06-23T18:30:00.000Z";62.6
"2024-06-23T18:30:00.000Z";"2024-06-23T18:45:00.000Z";48.7
"2024-06-23T18:45:00.000Z";"2024-06-23T19:00:00.000Z";37.2
"2024-06-23T19:00:00.000Z";"2024-06-23T19:15:00.000Z";25.3
"2024-06-23T19:15:00.000Z";"2024-06-23T19:30:00.000Z";11.8
"2024-06-23T19:30:00.000Z";"2024-06-23T19:45:00.000Z";3.3
"2024-06-23T19:45:00.000Z";"2024-06-23T20:00:00.000Z";1.7
"2024-06-23T20:00:00.000Z";"2024-06-23T20:15:00.000Z";1.1
"2024-06-23T20:15:00.000Z";"2024-06-23T20:30:00.000Z";0.5
"2024-06-23T20:30:00.000Z";"2024-06-23T20:45:00.000Z";0.6
"2024-06-23T20:45:00.000Z";"2024-06-23T21:00:00.000Z";0
"2024-06-23T21:00:00.000Z";"2024-06-23T21:15:00.000Z";0
"2024-06-23T21:15:00.000Z";"2024-06-23T21:30:00.000Z";0
"2024-06-23T21:30:00.000Z";"2024-06-23T21:45:00.000Z";0
"2024-06-23T21:45:00.000Z";"2024-06-23T22:00:00.000Z";0
"2024-06-23T22:00:00.000Z";"2024-06-23T22:15:00.000Z";0
"2024-06-23T22:15:00.000Z";"2024-06-23T22:30:00.000Z";0
"2024-06-23T22:30:00.000Z";"2024-06-23T22:45:00.000Z";0
"2024-06-23T22:45:00.000Z";"2024-06-23T23:00:00.000Z";0
"2024-06-23T23:00:00.000Z";"2024-06-23T23:15:00.000Z";0
"2024-06-23T23:15:00.000Z";"2024-06-23T23:30:00.000Z";0
"2024-06-23T23:30:00.000Z";"2024-06-23T23:45:00.000Z";0
"2024-06-23T23:45:00.000Z";"2024-06-24T00:00:00.000Z";0
"2024-06-24T00:00:00.000Z";"2024-06-24T00:15:00.000Z";0
"2024-06-24T00:15:00.000Z";"2024-06-24T00:30:00.000Z";0
"2024-06-24T00:30:00.000Z";"2024-06-24T00:45:00.000Z";0
"2024-06-24T00:45:00.000Z";"2024-06-24T01:00:00.000Z";0.6
"2024-06-24T01:00:00.000Z";"2024-06-24T01:15:00.000Z";0.3
"2024-06-24T01:15:00.000Z";"2024-06-24T01:30:00.000Z";0.7
"2024-06-24T01:30:00.000Z";"2024-06-24T01:45:00.000Z";1.1
"2024-06-24T01:45:00.000Z";"2024-06-24T02:00:00.000Z";2.5
"2024-06-24T02:00:00.000Z";"2024-06-24T02:15:00.000Z";10.8
"2024-06-24T02:15:00.000Z";"2024-06-24T02:30:00.000Z";23.3
"2024-06-24T02:30:00.000Z";"2024-06-24T02:45:00.000Z";35.4
"2024-06-24T02:45:00.000Z";"2024-06-24T03:00:00.000Z";47.7
"2024-06-24T03:00:00.000Z";"2024-06-24T03:15:00.000Z";62.6
"2024-06-24T03:15:00.000Z";"2024-06-24T03:30:00.000Z";80.3
"2024-06-24T03:30:00.000Z";"2024-06-24T03:45:00.000Z";96.9
"2024-06-24T03:45:00.000Z";"2024-06-24T04:00:00.000Z";113.5
"2024-06-24T04:00:00.000Z";"2024-06-24T04:15:00.000Z";130
"2024-06-24T04:15:00.000Z";"2024-06-24T04:30:00.000Z";145.6
"2024-06-24T04:30:00.000Z";"2024-06-24T04:45:00.000Z";163.8
"2024-06-24T04:45:00.000Z";"2024-06-24T05:00:00.000Z";183.5
"2024-06-24T05:00:00.000Z";"2024-06-24T05:15:00.000Z";205.5
"2024-06-24T05:15:00.000Z";"2024-06-24T05:30:00.000Z";231.4
"2024-06-24T05:30:00.000Z";"2024-06-24T05:45:00.000Z";254.3
"2024-06-24T05:45:00.000Z";"2024-06-24T06:00:00.000Z";276.2
"2024-06-24T06:00:00.000Z";"2024-06-24T06:15:00.000Z";295.6
"2024-06-24T06:15:00.000Z";"2024-06-24T06:30:00.000Z";309.2
"2024-06-24T06:30:00.000Z";"2024-06-24T06:45:00.000Z";331.1
"2024-06-24T06:45:00.000Z";"2024-06-24T07:00:00.000Z";357.6
"2024-06-24T07:00:00.000Z";"2024-06-24T07:15:00.000Z";389
"2024-06-24T07:15:00.000Z";"2024-06-24T07:30:00.000Z";428.8
"2024-06-24T07:30:00.000Z";"2024-06-24T07:45:00.000Z";462.6
"2024-06-24T07:45:00.000Z";"2024-06-24T08:00:00.000Z";492.2
"2024-06-24T08:00:00.000Z";"2024-06-24T08:15:00.000Z";524.6
"2024-06-24T08:15:00.000Z";"2024-06-24T08:30:00.000Z";561.7
"2024-06-24T08:30:00.000Z";"2024-06-24T08:45:00.000Z";589.5
"2024-06-24T08:45:00.000Z";"2024-06-24T09:00:00.000Z";610.4
"2024-06-24T09:00:00.000Z";"2024-06-24T09:15:00.000Z";628.6
"2024-06-24T09:15:00.000Z";"2024-06-24T09:30:00.000Z";643.9
"2024-06-24T09:30:00.000Z";"2024-06-24T09:45:00.000Z";653.2
"2024-06-24T09:45:00.000Z";"2024-06-24T10:00:00.000Z";658.2
"2024-06-24T10:00:00.000Z";"2024-06-24T10:15:00.000Z";655.7
"2024-06-24T10:15:00.000Z";"2024-06-24T10:30:00.000Z";642.8
"2024-06-24T10:30:00.000Z";"2024-06-24T10:45:00.000Z";634.5
"2024-06-24T10:45:00.000Z";"2024-06-24T11:00:00.000Z";628.1
"2024-06-24T11:00:00.000Z";"2024-06-24T11:15:00.000Z";619.5
"2024-06-24T11:15:00.000Z";"2024-06-24T11:30:00.000Z";609.3
"2024-06-24T11:30:00.000Z";"2024-06-24T11:45:00.000Z";599.1
"2024-06-24T11:45:00.000Z";"2024-06-24T12:00:00.000Z";588.7
"2024-06-24T12:00:00.000Z";"2024-06-24T12:15:00.000Z";577.2
"2024-06-24T12:15:00.000Z";"2024-06-24T12:30:00.000Z";564.2
"2024-06-24T12:30:00.000Z";"2024-06-24T12:45:00.000Z";552.1
"2024-06-24T12:45:00.000Z";"2024-06-24T13:00:00.000Z";539.8
"2024-06-24T13:00:00.000Z";"2024-06-24T13:15:00.000Z";529.4
"2024-06-24T13:15:00.000Z";"2024-06-24T13:30:00.000Z";523
"2024-06-24T13:30:00.000Z";"2024-06-24T13:45:00.000Z";509.9
"2024-06-24T13:45:00.000Z";"2024-06-24T14:00:00.000Z";492.8
"2024-06-24T14:00:00.000Z";"2024-06-24T14:15:00.000Z";471.6
"2024-06-24T14:15:00.000Z";"2024-06-24T14:30:00.000Z";443.3
"2024-06-24T14:30:00.000Z";"2024-06-24T14:45:00.000Z";419.6
"2024-06-24T14:45:00.000Z";"2024-06-24T15:00:00.000Z";398.5
"2024-06-24T15:00:00.000Z";"2024-06-24T15:15:00.000Z";376.9
"2024-06-24T15:15:00.000Z";"2024-06-24T15:30:00.000Z";355.6
"2024-06-24T15:30:00.000Z";"2024-06-24T15:45:00.000Z";334.5
"2024-06-24T15:45:00.000Z";"2024-06-24T16:00:00.000Z";313.5
"2024-06-24T16:00:00.000Z";"2024-06-24T16:15:00.000Z";293.9
"2024-06-24T16:15:00.000Z";"2024-06-24T16:30:00.000Z";277
"2024-06-24T16:30:00.000Z";"2024-06-24T16:45:00.000Z";256.4
"2024-06-24T16:45:00.000Z";"2024-06-24T17:00:00.000Z";234.1
"2024-06-24T17:00:00.000Z";"2024-06-24T17:15:00.000Z";208.7
"2024-06-24T17:15:00.000Z";"2024-06-24T17:30:00.000Z";177.9
"2024-06-24T17:30:00.000Z";"2024-06-24T17:45:00.000Z";152.8
"2024-06-24T17:45:00.000Z";"2024-06-24T18:00:00.000Z";131.2
"2024-06-24T18:00:00.000Z";"2024-06-24T18:15:00.000Z";110.7
"2024-06-24T18:15:00.000Z";"2024-06-24T18:30:00.000Z";92.5
"2024-06-24T18:30:00.000Z";"2024-06-24T18:45:00.000Z";74.6
"2024-06-24T18:45:00.000Z";"2024-06-24T19:00:00.000Z";57.9
"2024-06-24T19:00:00.000Z";"2024-06-24T19:15:00.000Z";40.6
"2024-06-24T19:15:00.000Z";"2024-06-24T19:30:00.000Z";20.8
"2024-06-24T19:30:00.000Z";"2024-06-24T19:45:00.000Z";7.9
"2024-06-24T19:45:00.000Z";"2024-06-24T20:00:00.000Z";4.7
"2024-06-24T20:00:00.000Z";"2024-06-24T20:15:00.000Z";2.9
"2024-06-24T20:15:00.000Z";"2024-06-24T20:30:00.000Z";1.3
"2024-06-24T20:30:00.000Z";"2024-06-24T20:45:00.000Z";0.9
"2024-06-24T20:45:00.000Z";"2024-06-24T21:00:00.000Z";0
"2024-06-24T21:00:00.000Z";"2024-06-24T21:15:00.000Z";0
"2024-06-24T21:15:00.000Z";"2024-06-24T21:30:00.000Z";0
"2024-06-24T21:30:00.000Z";"2024-06-24T21:45:00.000Z";0
"2024-06-24T21:45:00.000Z";"2024-06-24T22:00:00.000Z";0
"2024-06-24T22:00:00.000Z";"2024-06-24T22:15:00.000Z";0
"2024-06-24T22:15:00.000Z";"2024-06-24T22:30:00.000Z";0
"2024-06-24T22:30:00.000Z";"2024-06-24T22:45:00.000Z";0
"2024-06-24T22:45:00.000Z";"2024-06-24T23:00:00.000Z";0
"2024-06-24T23:00:00.000Z";"2024-06-24T23:15:00.000Z";0
"2024-06-24T23:15:00.000Z";"2024-06-24T23:30:00.000Z";0
"2024-06-24T23:30:00.000Z";"2024-06-24T23:45:00.000Z";0
"2024-06-24T23:45:00.000Z";"2024-06-25T00:00:00.000Z";0.2
"2024-06-25T00:00:00.000Z";"2024-06-25T00:15:00.000Z";0
"2024-06-25T00:15:00.000Z";"2024-06-25T00:30:00.000Z";0.1
"2024-06-25T00:30:00.000Z";"2024-06-25T00:45:00.000Z";0.2
"2024-06-25T00:45:00.000Z";"2024-06-25T01:00:00.000Z";1.3
"2024-06-25T01:00:00.000Z";"2024-06-25T01:15:00.000Z";2.6
"2024-06-25T01:15:00.000Z";"2024-06-25T01:30:00.000Z";5.7
"2024-06-25T01:30:00.000Z";"2024-06-25T01:45:00.000Z";9
"2024-06-25T01:45:00.000Z";"2024-06-25T02:00:00.000Z";13.7
"2024-06-25T02:00:00.000Z";"2024-06-25T02:15:00.000Z";28.2
"2024-06-25T02:15:00.000Z";"2024-06-25T02:30:00.000Z";49.9
"2024-06-25T02:30:00.000Z";"2024-06-25T02:45:00.000Z";69.2
"2024-06-25T02:45:00.000Z";"2024-06-25T03:00:00.000Z";87.8
"2024-06-25T03:00:00.000Z";"2024-06-25T03:15:00.000Z";108
"2024-06-25T03:15:00.000Z";"2024-06-25T03:30:00.000Z";129.4
"2024-06-25T03:30:00.000Z";"2024-06-25T03:45:00.000Z";152
"2024-06-25T03:45:00.000Z";"2024-06-25T04:00:00.000Z";175.6
"2024-06-25T04:00:00.000Z";"2024-06-25T04:15:00.000Z";201.2
"2024-06-25T04:15:00.000Z";"2024-06-25T04:30:00.000Z";229.6
"2024-06-25T04:30:00.000Z";"2024-06-25T04:45:00.000Z";256.5
"2024-06-25T04:45:00.000Z";"2024-06-25T05:00:00.000Z";283
"2024-06-25T05:00:00.000Z";"2024-06-25T05:15:00.000Z";309.5
"2024-06-25T05:15:00.000Z";"2024-06-25T05:30:00.000Z";335.4
"2024-06-25T05:30:00.000Z";"2024-06-25T05:45:00.000Z";362.7
"2024-06-25T05:45:00.000Z";"2024-06-25T06:00:00.000Z";390.7
"2024-06-25T06:00:00.000Z";"2024-06-25T06:15:00.000Z";420.5
"2024-06-25T06:15:00.000Z";"2024-06-25T06:30:00.000Z";453.5
"2024-06-25T06:30:00.000Z";"2024-06-25T06:45:00.000Z";482.9
"2024-06-25T06:45:00.000Z";"2024-06-25T07:00:00.000Z";509.9
"2024-06-25T07:00:00.000Z";"2024-06-25T07:15:00.000Z";536.2
"2024-06-25T07:15:00.000Z";"2024-06-25T07:30:00.000Z";561.2
"2024-06-25T07:30:00.000Z";"2024-06-25T07:45:00.000Z";585.4
"2024-06-25T07:45:00.000Z";"2024-06-25T08:00:00.000Z";608.7
"2024-06-25T08:00:00.000Z";"2024-06-25T08:15:00.000Z";631.5
"2024-06-25T08:15:00.000Z";"2024-06-25T08:30:00.000Z";654.6
"2024-06-25T08:30:00.000Z";"2024-06-25T08:45:00.000Z";674.8
"2024-06-25T08:45:00.000Z";"2024-06-25T09:00:00.000Z";692.5
"2024-06-25T09:00:00.000Z";"2024-06-25T09:15:00.000Z";709.3
"2024-06-25T09:15:00.000Z";"2024-06-25T09:30:00.000Z";725.7
"2024-06-25T09:30:00.000Z";"2024-06-25T09:45:00.000Z";738.1
"2024-06-25T09:45:00.000Z";"2024-06-25T10:00:00.000Z";747.5
"2024-06-25T10:00:00.000Z";"2024-06-25T10:15:00.000Z";754
"2024-06-25T10:15:00.000Z";"2024-06-25T10:30:00.000Z";756.9
"2024-06-25T10:30:00.000Z";"2024-06-25T10:45:00.000Z";758.8
"2024-06-25T10:45:00.000Z";"2024-06-25T11:00:00.000Z";759.2
"2024-06-25T11:00:00.000Z";"2024-06-25T11:15:00.000Z";757.6
"2024-06-25T11:15:00.000Z";"2024-06-25T11:30:00.000Z";754.3
"2024-06-25T11:30:00.000Z";"2024-06-25T11:45:00.000Z";748.7
"2024-06-25T11:45:00.000Z";"2024-06-25T12:00:00.000Z";740.8
"2024-06-25T12:00:00.000Z";"2024-06-25T12:15:00.000Z";731
"2024-06-25T12:15:00.000Z";"2024-06-25T12:30:00.000Z";719.5
"2024-06-25T12:30:00.000Z";"2024-06-25T12:45:00.000Z";705.3
"2024-06-25T12:45:00.000Z";"2024-06-25T13:00:00.000Z";688.9
"2024-06-25T13:00:00.000Z";"2024-06-25T13:15:00.000Z";669.1
"2024-06-25T13:15:00.000Z";"2024-06-25T13:30:00.000Z";644.8
"2024-06-25T13:30:00.000Z";"2024-06-25T13:45:00.000Z";621.7
"2024-06-25T13:45:00.000Z";"2024-06-25T14:00:00.000Z";598.7
"2024-06-25T14:00:00.000Z";"2024-06-25T14:15:00.000Z";574.4
"2024-06-25T14:15:00.000Z";"2024-06-25T14:30:00.000Z";549.3
"2024-06-25T14:30:00.000Z";"2024-06-25T14:45:00.000Z";523.1
"2024-06-25T14:45:00.000Z";"2024-06-25T15:00:00.000Z";496.1
"2024-06-25T15:00:00.000Z";"2024-06-25T15:15:00.000Z";467.5
"2024-06-25T15:15:00.000Z";"2024-06-25T15:30:00.000Z";436.5
"2024-06-25T15:30:00.000Z";"2024-06-25T15:45:00.000Z";406.9
"2024-06-25T15:45:00.000Z";"2024-06-25T16:00:00.000Z";378
"2024-06-25T16:00:00.000Z";"2024-06-25T16:15:00.000Z";348.6
"2024-06-25T16:15:00.000Z";"2024-06-25T16:30:00.000Z";318.5
"2024-06-25T16:30:00.000Z";"2024-06-25T16:45:00.000Z";289.3
